Date,High,Low,Closing,Value Traded,No. of Trans,No. of Shares
18/01/2010,0.9,0.88,0.89,76688,12,86173
17/01/2010,0.89,0.87,0.89,195539,20,219750
13/01/2010,0.89,0.89,0.89,445,2,500
12/01/2010,0.88,0.85,0.88,3689,11,4249
11/01/2010,0.84,0.83,0.84,468,3,560
10/01/2010,0.85,0.84,0.85,1807,6,2151
07/01/2010,0.84,0.84,0.84,8492,5,10110
05/01/2010,0.86,0.83,0.84,5630,7,6630
04/01/2010,0.86,0.85,0.86,7573,14,8900
03/01/2010,0.85,0.85,0.85,1275,2,1500
30/12/2009,0.85,0.85,0.85,60,1,70
29/12/2009,0.85,0.81,0.85,1271,7,1550
28/12/2009,0.83,0.83,0.83,549,2,661
27/12/2009,0.83,0.83,0.83,415,1,500
24/12/2009,0.85,0.82,0.84,4401,10,5226
23/12/2009,0.84,0.82,0.82,1974,6,2355
22/12/2009,0.85,0.84,0.84,6840,13,8133
21/12/2009,0.88,0.85,0.88,3908,11,4557
20/12/2009,0.91,0.85,0.89,19465,33,21800
17/12/2009,0.89,0.85,0.88,1806,14,2111
16/12/2009,0.89,0.81,0.89,53274,93,62812
15/12/2009,0.85,0.85,0.85,2805,9,3300
14/12/2009,0.86,0.85,0.86,2982,6,3470
13/12/2009,0.86,0.86,0.86,3311,6,3850
10/12/2009,0.86,0.85,0.86,8796,15,10245
09/12/2009,0.86,0.85,0.85,6808,17,8000
08/12/2009,0.86,0.85,0.86,7996,15,9318
07/12/2009,0.86,0.83,0.86,345,3,410
03/12/2009,0.87,0.84,0.87,1065,8,1249
02/12/2009,0.85,0.83,0.84,1321,8,1591
01/12/2009,0.84,0.84,0.84,126,1,150
25/11/2009,0.86,0.86,0.86,90,2,105
24/11/2009,0.87,0.85,0.87,11636,9,13579
23/11/2009,0.85,0.85,0.85,1700,2,2000
22/11/2009,0.87,0.87,0.87,435,1,500
19/11/2009,0.87,0.83,0.87,25648,46,30435
18/11/2009,0.88,0.87,0.87,2060,5,2367
17/11/2009,0.89,0.87,0.87,2784,3,3150
16/11/2009,0.89,0.88,0.89,12181,18,13700
15/11/2009,0.89,0.86,0.88,4286,8,4901
12/11/2009,0.89,0.89,0.89,9,1,10
11/11/2009,0.89,0.86,0.88,17815,15,20250
10/11/2009,0.88,0.86,0.88,4497,10,5212
09/11/2009,0.88,0.86,0.87,2161,4,2501
08/11/2009,0.89,0.87,0.87,6670,16,7560
05/11/2009,0.87,0.84,0.87,8794,21,10140
04/11/2009,0.83,0.83,0.83,4233,5,5100
03/11/2009,0.85,0.85,0.85,880,3,1035
02/11/2009,0.84,0.82,0.83,17701,20,21312
01/11/2009,0.85,0.82,0.85,14426,15,17300
29/10/2009,0.86,0.83,0.86,11555,15,13642
28/10/2009,0.86,0.84,0.86,8237,17,9801
27/10/2009,0.86,0.84,0.86,2566,5,3055
26/10/2009,0.86,0.83,0.85,129,5,153
25/10/2009,0.86,0.82,0.82,5402,12,6450
22/10/2009,0.86,0.85,0.85,1886,6,2205
21/10/2009,0.86,0.86,0.86,297,2,345
20/10/2009,0.87,0.85,0.85,9185,12,10700
19/10/2009,0.86,0.82,0.86,40,3,48
18/10/2009,0.86,0.83,0.84,4343,15,5200
15/10/2009,0.86,0.85,0.86,447,7,520
14/10/2009,0.88,0.85,0.86,4692,12,5501
13/10/2009,0.89,0.84,0.88,10823,20,12416
12/10/2009,0.89,0.85,0.86,49128,37,57304
11/10/2009,0.91,0.88,0.89,805,7,908
08/10/2009,0.9,0.89,0.89,1793,4,2015
07/10/2009,0.89,0.86,0.87,4141,10,4755
06/10/2009,0.88,0.84,0.86,19695,37,23128
05/10/2009,0.92,0.88,0.88,14064,52,15890
04/10/2009,0.92,0.87,0.92,13059,4,15010
01/10/2009,0.91,0.9,0.9,5968,12,6625
30/09/2009,0.95,0.9,0.94,775,7,845
29/09/2009,0.95,0.91,0.91,46273,27,48926
28/09/2009,0.94,0.92,0.94,4283,13,4645
27/09/2009,0.96,0.93,0.96,3330,9,3508
16/09/2009,0.96,0.93,0.96,4333,18,4655
15/09/2009,0.96,0.96,0.96,1,1,1
14/09/2009,0.99,0.94,0.94,5044,13,5342
13/09/2009,1.01,0.96,0.98,26301,35,26959
10/09/2009,1.01,0.96,1,4725,17,4811
09/09/2009,1.02,0.97,1,18290,14,18644
08/09/2009,1.05,1,1.02,18676,34,18248
07/09/2009,1.03,0.99,1.03,284255,113,279725
06/09/2009,0.99,0.94,0.99,172868,147,178089
03/09/2009,0.95,0.9,0.95,148809,67,161419
02/09/2009,0.91,0.84,0.91,19135,21,21265
01/09/2009,0.88,0.86,0.87,4899,7,5591
27/08/2009,0.88,0.86,0.86,5336,7,6200
26/08/2009,0.86,0.85,0.86,457,2,536
25/08/2009,0.89,0.86,0.89,9134,3,10600
23/08/2009,0.89,0.89,0.89,1,1,1
20/08/2009,0.87,0.87,0.87,3570,4,4104
19/08/2009,0.87,0.87,0.87,13464,19,15476
18/08/2009,0.85,0.85,0.85,37,1,44
17/08/2009,0.87,0.85,0.87,18829,8,21661
16/08/2009,0.87,0.87,0.87,3637,6,4180
13/08/2009,0.89,0.87,0.88,422,6,481
12/08/2009,0.88,0.86,0.87,6689,9,7751
11/08/2009,0.89,0.85,0.85,9713,12,11396
10/08/2009,0.88,0.85,0.85,7167,21,8429
06/08/2009,0.9,0.87,0.89,247,4,281
05/08/2009,0.89,0.89,0.89,223,1,250
04/08/2009,0.91,0.86,0.9,3470,13,4006
03/08/2009,0.91,0.9,0.9,5178,9,5750
02/08/2009,0.9,0.89,0.89,5840,12,6519
30/07/2009,0.9,0.9,0.9,138,3,153
29/07/2009,0.9,0.88,0.9,50745,14,57450
28/07/2009,0.9,0.89,0.89,110095,18,123702
27/07/2009,0.9,0.89,0.9,53376,13,59972
26/07/2009,0.91,0.89,0.89,10925,8,12100
23/07/2009,0.91,0.89,0.89,966,4,1083
22/07/2009,0.91,0.88,0.88,227834,22,255426
21/07/2009,0.93,0.91,0.92,66435,17,72930
20/07/2009,0.95,0.92,0.95,22048,32,23764
19/07/2009,0.96,0.93,0.96,9519,21,10080
16/07/2009,0.93,0.89,0.92,90216,13,101328
15/07/2009,0.91,0.89,0.91,6891,25,7645
14/07/2009,0.91,0.89,0.89,117216,15,131081
13/07/2009,0.89,0.87,0.89,14371,23,16340
12/07/2009,0.89,0.87,0.89,17565,26,20001
09/07/2009,0.87,0.86,0.87,2998,8,3482
08/07/2009,0.91,0.87,0.88,100969,41,115450
07/07/2009,0.89,0.88,0.88,6336,9,7120
06/07/2009,0.89,0.89,0.89,141878,24,159414
05/07/2009,0.92,0.88,0.92,18404,9,20870
02/07/2009,0.92,0.89,0.92,95912,32,106957
01/07/2009,0.9,0.88,0.89,16950,23,19207
30/06/2009,0.91,0.88,0.91,91460,9,100512
29/06/2009,0.93,0.88,0.91,277993,46,311577
28/06/2009,0.91,0.89,0.9,79478,43,88372
25/06/2009,0.93,0.91,0.92,73427,42,80624
24/06/2009,0.96,0.95,0.95,107605,52,113231
23/06/2009,1.02,0.95,0.99,232955,107,238880
22/06/2009,1.02,0.97,1,283780,152,285160
21/06/2009,1,0.98,1,9624,17,9710
18/06/2009,1.02,0.98,0.99,87981,60,89003
17/06/2009,1.04,1,1.03,169823,23,167860
16/06/2009,1.06,0.99,1,339445,154,332071
15/06/2009,1.02,0.99,1.01,82365,46,82402
14/06/2009,1.02,0.99,1.02,36942,40,36575
11/06/2009,1.09,1.02,1.02,37593,42,36150
10/06/2009,1.07,0.99,1.07,511715,215,488477
08/06/2009,1.02,0.98,1.02,61330,67,60962
07/06/2009,1.02,1,1.02,15280,13,15000
04/06/2009,1.02,0.97,1.01,79127,40,79520
03/06/2009,1.02,1,1.02,29052,25,28860
02/06/2009,1.04,1,1.04,49131,62,48313
01/06/2009,1.05,1.02,1.05,24374,31,23605
31/05/2009,1.06,1,1.06,51499,91,49915
28/05/2009,1.05,1,1.05,47026,40,46378
27/05/2009,1.04,1.01,1.04,27849,31,27150
26/05/2009,1.05,1,1,13051,24,12660
25/05/2009,1.07,1.02,1.03,13444,27,12950
21/05/2009,1.07,1.03,1.03,64379,53,62325
20/05/2009,1.08,1.03,1.07,54365,60,51846
19/05/2009,1.08,1.02,1.08,113779,68,108135
18/05/2009,1.09,1.04,1.04,191917,103,180018
17/05/2009,1.07,1.01,1.07,60539,64,58425
14/05/2009,1.06,1.02,1.04,189614,117,182869
13/05/2009,1.12,1.07,1.07,196713,115,178816
12/05/2009,1.11,1.03,1.11,781000,345,730534
11/05/2009,1.1,1.02,1.07,386532,257,359379
10/05/2009,1.05,1,1.05,633365,289,608834
07/05/2009,1.02,0.96,1,232907,112,234218
06/05/2009,1.01,0.95,0.99,406556,243,413098
05/05/2009,0.99,0.97,0.97,51230,42,52527
04/05/2009,0.98,0.95,0.98,78861,35,81780
03/05/2009,0.96,0.93,0.95,112425,29,118625
30/04/2009,1,0.92,0.97,144258,48,150230
29/04/2009,0.96,0.91,0.96,99789,48,105720
28/04/2009,0.92,0.88,0.92,140304,50,153027
27/04/2009,0.88,0.85,0.88,1960,13,2280
26/04/2009,0.89,0.86,0.87,7603,24,8620
23/04/2009,0.87,0.84,0.85,45738,44,53640
22/04/2009,0.88,0.87,0.87,5225,6,6000
21/04/2009,0.93,0.89,0.89,9162,15,10250
20/04/2009,0.94,0.88,0.93,64819,69,69243
19/04/2009,0.9,0.87,0.9,38646,48,43151
15/04/2009,0.87,0.86,0.86,6547,17,7595
14/04/2009,0.87,0.87,0.87,1305,3,1500
13/04/2009,0.87,0.87,0.87,49677,14,57100
12/04/2009,0.88,0.87,0.87,22848,20,26250
09/04/2009,0.88,0.87,0.87,8056,19,9260
08/04/2009,0.88,0.86,0.87,2840,10,3272
07/04/2009,0.88,0.86,0.87,29171,12,33510
05/04/2009,0.88,0.87,0.87,20590,24,23665
02/04/2009,0.88,0.87,0.87,3525,10,4050
01/04/2009,0.87,0.86,0.86,5555,7,6450
31/03/2009,0.87,0.86,0.86,12473,16,14457
30/03/2009,0.88,0.86,0.88,1476,7,1705
29/03/2009,0.88,0.87,0.88,14551,26,16708
26/03/2009,0.9,0.86,0.89,27213,41,31040
25/03/2009,0.9,0.88,0.88,5792,9,6500
24/03/2009,0.89,0.87,0.88,3657,9,4150
23/03/2009,0.89,0.88,0.89,16704,10,18771
22/03/2009,0.9,0.87,0.9,4295,10,4829
19/03/2009,0.88,0.87,0.88,19056,25,21730
18/03/2009,0.88,0.87,0.88,24495,25,28155
17/03/2009,0.88,0.86,0.88,2311,8,2660
16/03/2009,0.88,0.87,0.87,7394,9,8470
15/03/2009,0.88,0.88,0.88,1390,5,1580
12/03/2009,0.87,0.86,0.87,7936,12,9160
11/03/2009,0.9,0.86,0.88,70761,53,80872
10/03/2009,0.88,0.86,0.88,6541,9,7519
08/03/2009,0.89,0.86,0.88,43741,42,49741
05/03/2009,0.89,0.85,0.88,10957,29,12660
04/03/2009,0.89,0.86,0.88,13955,32,16099
03/03/2009,0.92,0.89,0.89,16414,21,18356
02/03/2009,0.93,0.87,0.93,167228,95,182907
01/03/2009,0.9,0.87,0.9,20144,9,22410
26/02/2009,0.9,0.85,0.9,111346,90,124830
25/02/2009,0.86,0.83,0.86,6908,18,8230
24/02/2009,0.86,0.84,0.84,21668,43,25750
23/02/2009,0.93,0.86,0.88,31359,63,36170
22/02/2009,0.9,0.84,0.9,112410,139,127840
19/02/2009,0.88,0.86,0.88,5639,9,6550
18/02/2009,0.87,0.86,0.86,27415,15,31875
17/02/2009,0.87,0.86,0.86,4736,3,5500
16/02/2009,0.89,0.86,0.86,382,5,440
12/02/2009,0.89,0.85,0.89,2329,6,2700
11/02/2009,0.88,0.84,0.88,27020,7,31070
10/02/2009,0.88,0.81,0.88,2693,13,3250
09/02/2009,0.85,0.84,0.84,415,7,491
08/02/2009,0.87,0.86,0.86,46896,29,54510
05/02/2009,0.9,0.86,0.9,11947,13,13770
04/02/2009,0.9,0.88,0.9,3108,6,3512
03/02/2009,0.88,0.87,0.88,3033,8,3450
02/02/2009,0.88,0.87,0.87,1784,3,2050
01/02/2009,0.9,0.86,0.9,2094,8,2419
29/01/2009,0.88,0.88,0.88,176,1,200
27/01/2009,0.89,0.89,0.89,979,2,1100
26/01/2009,0.89,0.88,0.88,18587,4,20894
25/01/2009,0.89,0.89,0.89,412,2,463
22/01/2009,0.87,0.87,0.87,218,1,250
21/01/2009,0.9,0.86,0.89,939,6,1060
20/01/2009,0.9,0.9,0.9,3195,7,3550
19/01/2009,0.92,0.91,0.92,547,4,600
18/01/2009,0.92,0.9,0.92,326,3,360
15/01/2009,0.94,0.93,0.93,4000,5,4300
14/01/2009,0.94,0.93,0.94,93,2,100
13/01/2009,0.94,0.94,0.94,244,2,260
12/01/2009,0.95,0.94,0.95,30356,20,32050
11/01/2009,0.95,0.93,0.95,25719,11,27650
08/01/2009,0.95,0.92,0.95,26483,18,28750
07/01/2009,0.96,0.93,0.96,20596,19,22017
06/01/2009,0.97,0.94,0.95,41704,31,43900
05/01/2009,0.99,0.96,0.99,30073,16,30800
04/01/2009,0.98,0.98,0.98,29655,5,30260
30/12/2008,0.99,0.96,0.99,44694,39,45696
28/12/2008,0.99,0.96,0.98,13100,24,13410
24/12/2008,0.99,0.93,0.98,155689,50,161917
23/12/2008,0.97,0.96,0.97,34078,21,35400
22/12/2008,1,0.97,1,26146,21,26470
21/12/2008,1.03,0.99,1.02,47242,97,46575
18/12/2008,1.02,0.98,1,43043,21,43440
17/12/2008,1,0.96,0.99,65117,42,65800
16/12/2008,0.99,0.96,0.99,598,4,620
15/12/2008,1.01,1.01,1.01,101,1,100
14/12/2008,1,0.99,1,1165,5,1172
04/12/2008,0.99,0.95,0.99,2079,6,2185
03/12/2008,0.97,0.95,0.97,5996,7,6310
02/12/2008,0.98,0.96,0.97,11464,17,11925
01/12/2008,1.01,0.98,1.01,2952,11,2970
30/11/2008,0.99,0.95,0.99,18062,50,18330
27/11/2008,0.95,0.89,0.95,12419,21,13728
26/11/2008,0.93,0.88,0.93,689,3,770
25/11/2008,0.92,0.84,0.92,1705,15,1980
24/11/2008,0.88,0.82,0.88,7674,22,9166
23/11/2008,0.9,0.86,0.86,10563,16,12050
20/11/2008,0.9,0.9,0.9,3666,10,4073
19/11/2008,0.94,0.89,0.94,2338,14,2607
18/11/2008,0.93,0.92,0.92,1373,13,1490
17/11/2008,0.95,0.92,0.94,7087,10,7490
16/11/2008,0.96,0.94,0.96,1989,13,2110
13/11/2008,1,0.94,0.99,7578,20,8019
12/11/2008,1,0.96,0.98,3904,14,4050
11/11/2008,1.01,0.96,1.01,7863,21,8070
10/11/2008,1.01,0.99,1,2930,6,2945
09/11/2008,1.01,1,1.01,19193,15,19029
06/11/2008,1.07,1.03,1.03,21448,61,20688
05/11/2008,1.08,1.05,1.08,14220,21,13300
04/11/2008,1.11,1.05,1.08,78901,86,72876
03/11/2008,1.1,1.03,1.1,54747,76,51400
02/11/2008,1.06,1.02,1.06,62590,48,59471
30/10/2008,1.03,0.99,1.01,27951,41,27397
29/10/2008,0.99,0.94,0.99,33079,47,33870
28/10/2008,0.96,0.88,0.95,68475,82,72510
27/10/2008,0.92,0.92,0.92,2760,6,3000
23/10/2008,0.96,0.93,0.96,7186,11,7660
22/10/2008,0.98,0.93,0.97,5605,16,6014
21/10/2008,0.97,0.95,0.97,182,3,190
16/10/2008,0.98,0.94,0.98,190,2,200
15/10/2008,1,0.97,0.99,11990,19,12310
14/10/2008,1.02,1,1.02,29617,35,29240
13/10/2008,0.98,0.95,0.98,2637,8,2700
12/10/2008,0.98,0.93,0.95,15975,25,16640
09/10/2008,0.96,0.9,0.96,37652,40,39453
08/10/2008,0.94,0.92,0.92,36731,40,39650
07/10/2008,0.98,0.94,0.96,44994,59,47261
06/10/2008,1,0.96,0.99,38356,50,39671
05/10/2008,1.02,1,1.01,3570,11,3570
29/09/2008,1.03,0.99,1.03,3422,13,3410
28/09/2008,1.03,1,1.03,4319,9,4300
25/09/2008,1.03,0.99,1.03,3790,8,3750
24/09/2008,1.04,1.01,1.02,10708,18,10510
23/09/2008,1.05,1.01,1.05,106101,31,104000
22/09/2008,1.03,1,1.02,3070,4,3010
21/09/2008,1.01,1.01,1.01,2060,7,2040
18/09/2008,1.03,1.01,1.02,1040,3,1020
17/09/2008,1.04,1.01,1.02,24105,39,23615
16/09/2008,1.01,0.98,1.01,9167,16,9190
15/09/2008,1.01,0.99,1.01,15380,15,15390
14/09/2008,1.02,0.99,1.02,18034,19,18021
11/09/2008,1.03,1,1,23199,24,22990
10/09/2008,1.04,1.01,1.04,10636,20,10418
09/09/2008,1.05,1.03,1.03,4510,9,4360
08/09/2008,1.04,1.03,1.03,7007,17,6750
07/09/2008,1.05,1.02,1.04,1125,3,1100
03/09/2008,1.04,1.03,1.03,33653,12,32630
02/09/2008,1.05,1.04,1.04,741,2,710
01/09/2008,1.05,1.03,1.05,10749,18,10380
31/08/2008,1.05,1.04,1.05,6954,9,6660
28/08/2008,1.06,1.03,1.05,26258,29,25085
27/08/2008,1.06,1.04,1.05,21505,16,20500
26/08/2008,1.07,1.03,1.07,15864,15,15200
25/08/2008,1.09,1.06,1.07,8298,27,7756
24/08/2008,1.1,1.02,1.09,175833,152,164376
21/08/2008,1.08,0.98,1.07,41128,86,39961
20/08/2008,1.03,1,1.03,14342,27,14200
19/08/2008,1.05,1.03,1.04,10171,12,9835
18/08/2008,1.04,1,1.04,10078,14,9790
17/08/2008,1.06,1.04,1.05,1817,10,1740
14/08/2008,1.06,1.05,1.06,7305,15,6956
13/08/2008,1.07,1.05,1.06,5249,15,4959
12/08/2008,1.08,1.05,1.08,7641,19,7180
11/08/2008,1.07,1.05,1.07,12506,31,11870
10/08/2008,1.07,1.06,1.07,9708,19,9140
07/08/2008,1.08,1.06,1.07,1727,11,1625
06/08/2008,1.08,1.05,1.07,8353,20,7850
05/08/2008,1.07,1.05,1.05,4982,19,4726
04/08/2008,1.09,1.06,1.08,5502,16,5150
03/08/2008,1.09,1.06,1.07,29744,38,27620
31/07/2008,1.09,1.06,1.06,12039,29,11290
30/07/2008,1.09,1.06,1.08,16483,26,15519
29/07/2008,1.09,1.05,1.08,5404,10,4980
28/07/2008,1.08,1.07,1.08,11064,41,10330
27/07/2008,1.09,1.07,1.09,19020,20,17645
24/07/2008,1.1,1.08,1.1,9198,19,8380
23/07/2008,1.11,1.07,1.1,26269,42,24075
22/07/2008,1.09,1.07,1.08,11369,17,10530
21/07/2008,1.08,1.06,1.08,9905,24,9260
20/07/2008,1.09,1.05,1.09,5272,9,4960
17/07/2008,1.08,1.05,1.05,26384,37,24985
16/07/2008,1.08,1.05,1.08,27214,42,25608
15/07/2008,1.09,1.07,1.07,20836,29,19290
14/07/2008,1.1,1.08,1.08,50602,50,46638
13/07/2008,1.12,1.09,1.12,29851,40,27140
10/07/2008,1.09,1.07,1.09,42098,49,39210
09/07/2008,1.1,1.05,1.08,51690,58,47809
08/07/2008,1.12,1.09,1.1,20029,35,18240
07/07/2008,1.14,1.11,1.11,11189,21,9915
06/07/2008,1.14,1.12,1.14,33492,44,29839
03/07/2008,1.17,1.13,1.14,150677,133,132210
02/07/2008,1.25,1.18,1.18,134139,109,112370
01/07/2008,1.24,1.2,1.24,258189,164,211216
30/06/2008,1.22,1.15,1.19,210507,149,176602
29/06/2008,1.18,1.12,1.17,62780,53,53950
26/06/2008,1.17,1.13,1.17,758039,55,669300
25/06/2008,1.16,1.11,1.15,59055,55,51441
24/06/2008,1.16,1.12,1.12,40384,44,35461
23/06/2008,1.15,1.11,1.13,597766,35,520143
22/06/2008,1.16,1.13,1.15,50185,35,43747
19/06/2008,1.21,1.15,1.15,126134,107,107495
18/06/2008,1.23,1.17,1.21,210561,166,174823
17/06/2008,1.21,1.14,1.2,203814,191,171129
16/06/2008,1.17,1.11,1.16,291428,137,256528
15/06/2008,1.14,1.12,1.12,55074,56,49000
12/06/2008,1.16,1.09,1.11,279530,193,245982
11/06/2008,1.15,1.07,1.11,133721,97,119792
10/06/2008,1.1,1.07,1.1,65131,60,60551
09/06/2008,1.11,1.09,1.09,61271,73,55908
08/06/2008,1.13,1.1,1.11,62571,80,55751
05/06/2008,1.13,1.09,1.1,45476,68,41065
04/06/2008,1.14,1.11,1.13,40378,58,35917
03/06/2008,1.18,1.13,1.13,188532,180,163460
02/06/2008,1.13,1.08,1.13,27232,55,24520
01/06/2008,1.11,1.09,1.1,10045,26,9107
29/05/2008,1.11,1.09,1.11,12521,34,11410
28/05/2008,1.13,1.09,1.11,77750,50,70580
27/05/2008,1.14,1.1,1.11,94739,54,84710
26/05/2008,1.15,1.1,1.12,216452,71,194635
22/05/2008,1.17,1.13,1.14,358838,126,312052
21/05/2008,1.18,1.1,1.15,166336,162,146069
20/05/2008,1.13,1.07,1.13,41805,48,37370
19/05/2008,1.12,1.09,1.11,29179,45,26349
18/05/2008,1.1,1.05,1.1,43368,55,39561
15/05/2008,1.09,1.05,1.05,4435,15,4180
14/05/2008,1.08,1.05,1.08,15119,19,14370
13/05/2008,1.09,1.06,1.06,11046,24,10299
12/05/2008,1.11,1.08,1.09,12047,22,10985
11/05/2008,1.13,1.1,1.12,21537,52,19379
08/05/2008,1.14,1.11,1.14,33427,77,29607
07/05/2008,1.14,1.08,1.14,156602,134,138997
06/05/2008,1.11,1.09,1.1,45900,70,41569
05/05/2008,1.12,1.08,1.12,113246,114,102387
04/05/2008,1.1,1.06,1.1,36336,43,33349
30/04/2008,1.1,1.07,1.08,19795,48,18250
29/04/2008,1.11,1.04,1.1,165223,177,151929
28/04/2008,1.09,1.03,1.09,71836,84,67000
27/04/2008,1.06,1.03,1.05,8082,24,7723
24/04/2008,1.05,1.04,1.05,12501,29,11960
23/04/2008,1.04,1.01,1.04,7743,17,7570
22/04/2008,1.07,1.04,1.04,18328,30,17390
21/04/2008,1.05,0.99,1.04,29367,57,28440
20/04/2008,1.02,0.99,1,17842,39,17813
17/04/2008,1.06,1.02,1.02,11771,32,11395
16/04/2008,1.08,1.03,1.06,43396,94,41170
15/04/2008,1.05,1.03,1.05,5052,21,4880
14/04/2008,1.07,1.04,1.07,10615,26,10010
13/04/2008,1.07,1.02,1.07,76559,64,72783
10/04/2008,1.09,1.04,1.04,108794,92,103090
09/04/2008,1.12,1.08,1.09,355885,207,322647
08/04/2008,1.07,1.05,1.07,88958,85,83166
07/04/2008,1.02,0.97,1.02,54115,75,53786
06/04/2008,0.99,0.95,0.98,25229,36,25970
03/04/2008,0.99,0.96,0.96,47797,37,49374
02/04/2008,1,0.96,0.99,37433,33,38577
01/04/2008,0.99,0.97,0.99,8509,19,8701
31/03/2008,1,0.98,0.98,8853,20,8978
30/03/2008,1,0.96,0.99,14805,47,15195
27/03/2008,1,0.98,0.98,7632,17,7710
26/03/2008,1,0.94,1,21029,46,21820
25/03/2008,0.99,0.97,0.97,28132,18,28970
24/03/2008,0.99,0.98,0.99,14112,21,14255
23/03/2008,1,0.98,1,10442,20,10554
19/03/2008,1.01,0.96,1,26682,39,27201
18/03/2008,1.02,0.99,1,30533,37,30650
17/03/2008,1.01,0.99,1,8982,27,8987
16/03/2008,1.02,0.99,1.01,50435,59,50387
13/03/2008,1.02,1,1,32462,54,32099
12/03/2008,1.06,1.02,1.02,26655,45,25895
11/03/2008,1.06,1.02,1.06,19557,43,18917
10/03/2008,1.03,1.01,1.03,27759,47,27446
09/03/2008,1.03,1,1.02,31126,72,30551
06/03/2008,1.04,1.02,1.02,31420,65,30525
05/03/2008,1.05,1.03,1.03,17627,41,17084
04/03/2008,1.05,1.03,1.05,79575,37,76346
03/03/2008,1.07,1.03,1.03,46534,78,44860
02/03/2008,1.07,1.06,1.07,22920,49,21501
28/02/2008,1.1,1.07,1.08,21363,51,19767
27/02/2008,1.1,1.05,1.1,199622,75,185767
26/02/2008,1.06,1.04,1.06,70924,67,67560
25/02/2008,1.06,1.04,1.05,64641,53,61189
24/02/2008,1.08,1.06,1.08,9627,17,9040
21/02/2008,1.07,1.06,1.07,76984,52,72450
20/02/2008,1.08,1.07,1.08,20557,32,19066
19/02/2008,1.08,1.06,1.08,45348,47,42620
18/02/2008,1.08,1.07,1.07,19718,17,18410
17/02/2008,1.09,1.07,1.09,23168,37,21598
14/02/2008,1.1,1.07,1.1,54811,48,51006
13/02/2008,1.1,1.08,1.1,11631,34,10732
12/02/2008,1.1,1.08,1.1,47066,76,42956
11/02/2008,1.1,1.09,1.09,140310,55,127594
10/02/2008,1.09,1.08,1.08,129273,47,119631
07/02/2008,1.1,1.08,1.08,26942,40,24840
06/02/2008,1.1,1.07,1.1,16140,43,14862
05/02/2008,1.11,1.09,1.11,11069,42,10135
04/02/2008,1.14,1.08,1.1,34571,49,31011
03/02/2008,1.1,1.08,1.1,6215,18,5684
02/02/2008,1.1,1.07,1.1,27657,56,25585
29/01/2008,1.1,1.08,1.1,10215,25,9439
28/01/2008,1.11,1.08,1.11,21574,50,19846
27/01/2008,1.1,1.08,1.08,8154,30,7495
24/01/2008,1.11,1.09,1.1,15497,31,14191
23/01/2008,1.1,1.09,1.1,21513,40,19652
22/01/2008,1.11,1.08,1.09,30389,43,27819
21/01/2008,1.12,1.11,1.11,21301,33,19100
20/01/2008,1.14,1.12,1.14,14139,36,12514
17/01/2008,1.14,1.1,1.12,30793,49,27556
16/01/2008,1.12,1.1,1.11,74744,97,67171
15/01/2008,1.13,1.11,1.12,74275,88,66466
14/01/2008,1.13,1.11,1.13,28419,44,25579
13/01/2008,1.13,1.1,1.11,55295,62,49790
09/01/2008,1.13,1.11,1.12,65732,47,58500
08/01/2008,1.14,1.13,1.13,67670,59,59810
07/01/2008,1.14,1.13,1.13,71692,60,63240
06/01/2008,1.17,1.12,1.14,95016,107,83796
03/01/2008,1.16,1.14,1.15,101195,59,88210
02/01/2008,1.18,1.14,1.16,108013,78,93382
30/12/2007,1.2,1.15,1.16,529683,247,450134
27/12/2007,1.16,1.13,1.16,121976,68,106425
26/12/2007,1.14,1.12,1.14,141947,80,125545
24/12/2007,1.15,1.12,1.14,205225,78,179273
23/12/2007,1.17,1.12,1.15,172860,130,150688
17/12/2007,1.13,1.12,1.13,45710,42,40687
16/12/2007,1.13,1.11,1.11,132285,67,118005
13/12/2007,1.12,1.09,1.12,231985,126,211312
12/12/2007,1.14,1.1,1.11,40804,51,36735
11/12/2007,1.14,1.1,1.13,135208,82,120745
10/12/2007,1.14,1.12,1.14,50495,64,44645
09/12/2007,1.15,1.11,1.14,116090,111,102271
06/12/2007,1.13,1.11,1.13,55211,42,49233
05/12/2007,1.14,1.12,1.13,34504,52,30550
04/12/2007,1.14,1.11,1.14,57288,52,50553
03/12/2007,1.14,1.11,1.12,110823,73,98959
02/12/2007,1.14,1.12,1.14,27858,66,24689
29/11/2007,1.14,1.12,1.14,45036,43,40020
28/11/2007,1.13,1.11,1.12,37778,80,33707
27/11/2007,1.14,1.11,1.11,53098,38,47085
26/11/2007,1.15,1.12,1.14,180967,109,158890
25/11/2007,1.16,1.13,1.15,79853,110,69924
22/11/2007,1.17,1.13,1.15,149575,129,130558
21/11/2007,1.18,1.15,1.16,167186,118,144322
19/11/2007,1.19,1.17,1.17,91032,105,77088
18/11/2007,1.21,1.18,1.2,101571,97,85365
15/11/2007,1.21,1.18,1.19,386289,210,323943
14/11/2007,1.23,1.2,1.22,138906,91,113990
13/11/2007,1.25,1.2,1.24,222163,118,180307
12/11/2007,1.29,1.22,1.22,479894,211,383537
11/11/2007,1.3,1.25,1.27,1381917,383,1078115
08/11/2007,1.29,1.24,1.24,1413054,409,1117364
07/11/2007,1.33,1.28,1.28,1684565,790,1279099
06/11/2007,1.27,1.19,1.27,1679838,525,1345118
05/11/2007,1.24,1.19,1.21,441892,211,363698
